inter_id,user_id,book_id,借阅时间,还书时间,续借时间,续借次数
88232,1069,49601,2024-09-05 11:58:17,2024-09-0719:52:50,,0
61377,880,34141,2020-12-25 13:21:17,2021-01-2011:41:18,2021-01-1923:08:02,1
1717,366,982,2021-08-16 21:45:06,2021-08-2716:01:55,,0
61219,959,34017,2021-04-16 16:20:08,2021-06-2121:10:24,2021-06-0722:59:12,2
33444,1149,20969,2024-11-09 13:54:21,2024-12-1618:45:10,,0
18260,654,10635,2024-04-06 18:12:10,2024-06-2218:14:43,2024-06-0309:47:26,2
49464,1089,28391,2023-11-13 17:18:06,2023-12-0517:21:34,,0
76892,128,43191,2021-10-24 21:12:01,2021-11-0908:41:08,,0
102704,1085,58401,2024-03-14 09:00:43,2024-03-1417:36:57,,0
31303,287,19426,2020-12-02 21:48:37,2021-01-1908:41:10,2020-12-3109:34:19,1
99550,1018,56138,2022-03-25 14:50:47,2022-04-2314:45:46,,0
69291,455,39368,2024-11-25 13:01:34,,2024-12-2412:20:18,1
77983,1265,43700,2020-08-20 11:41:53,2020-10-2111:52:08,2020-09-1610:06:51,1
75835,1041,42623,2024-04-21 17:46:49,2024-05-2917:37:26,,0
19798,1331,11146,2020-11-30 18:25:08,2020-12-0613:22:52,,0
65441,1223,36884,2023-11-06 17:45:17,2023-12-2910:45:51,2023-12-0508:50:03,1
40978,401,25076,2022-05-16 20:46:13,2022-08-0814:33:51,2022-06-0920:02:42,1
2686,795,1568,2020-10-19 19:48:23,2020-12-1821:08:12,2020-12-1115:25:48,2
56273,334,31601,2023-05-09 11:50:18,2023-08-2616:20:02,2023-06-0511:03:53,1
99250,855,55931,2021-11-11 17:04:20,2022-01-0913:23:17,2021-12-0813:59:02,1
65542,551,36947,2023-12-28 20:16:46,2024-01-1112:05:54,,0
95167,1055,53442,2024-11-19 15:57:58,,,0
102029,1353,57879,2023-10-23 17:29:00,2023-12-0718:11:08,,0
15207,861,8785,2020-12-21 13:10:19,2021-10-1217:22:04,2021-03-2007:33:52,2
16661,1005,9690,2023-03-01 18:32:59,2023-03-1717:51:35,,0
34171,1001,21469,2021-12-05 19:09:56,2021-12-2817:46:32,,0
76954,287,43227,2023-08-29 21:17:29,2023-11-2321:36:10,2023-10-2411:36:06,2
35706,311,22527,2022-10-28 11:09:40,2022-10-3021:12:51,,0
3189,896,1886,2023-03-13 17:15:59,2023-03-1620:56:18,,0
16063,402,9368,2024-06-15 18:03:47,2024-06-1917:16:30,,0
72411,494,41380,2022-02-21 18:32:45,2022-05-1213:53:03,2022-03-2309:38:10,1
32128,365,20041,2024-05-30 18:26:06,2024-05-3018:27:04,,0
61165,1222,33884,2023-12-14 19:16:19,2023-12-1419:38:01,,0
55463,911,30733,2021-07-12 11:49:33,2021-09-2015:06:22,,0
41714,453,24335,2023-10-06 14:33:08,2023-10-1921:55:31,,0
22555,463,13433,2022-07-24 08:30:20,2022-08-1416:38:34,,0
51773,570,30089,2023-03-11 20:51:51,2023-04-0110:11:23,,0
30864,1373,19118,2024-06-14 10:42:22,2024-06-1608:12:47,,0
54524,470,30873,2024-03-25 21:12:32,2024-04-2220:08:22,,0
2595,870,1522,2021-03-05 13:56:08,2021-05-2009:39:10,2021-04-2708:56:22,2
1207,490,714,2023-12-03 19:19:19,2024-01-0119:25:18,,0
21607,1006,12799,2023-11-16 12:18:08,2023-11-1612:16:02,,0
53860,272,30725,2021-04-14 08:03:37,2021-08-0720:07:38,2021-06-0613:15:11,2
48090,336,28963,2021-04-12 21:48:11,2021-05-0807:31:14,,0
7418,963,4066,2022-06-19 18:55:22,2022-06-2918:05:41,,0
23981,558,14234,2021-11-17 18:16:46,2021-11-2414:57:49,,0
4023,296,2276,2021-06-21 12:08:53,2021-11-1711:46:42,2021-10-1216:41:02,2
58782,1000,32463,2022-03-19 13:20:43,2022-06-0121:29:20,,0
71838,91,41095,2020-09-02 10:28:25,2020-09-1020:03:01,,0
33770,86,21189,2021-01-05 21:48:43,2021-03-2215:21:17,,0
97804,242,54976,2021-05-28 21:53:09,2021-07-0319:17:44,2021-06-2412:51:27,1
25843,1108,15478,2024-03-20 20:42:56,2024-04-2921:52:12,,0
3732,1225,2039,2023-10-21 12:01:31,2023-12-2211:35:52,2023-11-2020:56:53,1
102785,306,58469,2020-11-06 16:09:59,2020-11-1414:35:27,,0
75422,297,42593,2021-05-09 12:25:41,2021-07-1109:20:05,,0
39496,231,24623,2021-03-19 21:55:51,2021-03-2421:53:57,,0
13635,645,7781,2023-10-18 11:06:11,2023-11-0518:20:37,,0
729,548,431,2024-06-30 21:13:55,2024-08-2521:47:22,,0
37996,19,23941,2021-03-27 11:49:19,2021-06-0215:54:58,2021-04-3009:20:16,1
49746,1408,29419,2024-11-04 09:32:38,,2024-12-0313:17:16,1
7954,1253,4403,2024-10-11 18:03:44,2024-10-2216:32:22,,0
32198,371,20072,2022-11-29 16:17:29,2022-12-1216:48:23,,0
91126,1280,51229,2020-05-06 17:00:58,2020-11-1114:33:24,2020-10-1014:18:25,2
46363,1117,27236,2024-06-03 13:01:14,2024-08-1909:18:30,,0
25225,1266,15049,2020-05-06 08:04:09,2020-08-2109:10:42,2020-06-0408:22:56,1
24622,58,14595,2021-02-28 17:41:15,2021-03-1008:35:23,,0
87360,998,49084,2022-02-15 20:55:37,2022-05-1620:30:14,2022-04-1220:47:34,2
87211,1191,49001,2024-12-11 19:04:16,,,0
62864,965,35016,2020-09-22 21:43:57,2020-10-2118:56:05,2020-10-1208:21:06,1
102882,1304,58545,2020-12-15 11:47:00,2021-03-2120:25:14,2021-01-1421:21:23,1
90124,1020,50618,2023-05-18 21:05:47,2023-06-1521:24:54,,0
92071,1437,51490,2024-06-03 13:09:46,2024-10-2116:09:56,2024-09-1509:04:53,2
14193,709,8115,2024-03-31 19:41:31,2024-04-0721:47:31,,0
28168,1381,17146,2023-03-13 15:25:53,2023-06-2109:16:48,2023-06-1016:34:42,2
13740,1331,7840,2023-06-08 15:41:02,2023-06-0818:12:49,,0
20894,934,12299,2022-11-23 17:49:31,2022-11-2617:15:35,,0
60362,1419,33500,2023-09-22 10:56:53,2024-01-1116:04:13,2023-10-2215:15:35,1
55559,1295,30733,2021-01-02 11:01:27,2021-01-1114:23:44,,0
42136,592,24672,2024-10-10 11:29:19,2024-11-0319:59:22,2024-11-0311:54:05,1
79174,851,44233,2020-10-09 14:48:26,2020-10-1811:24:04,,0
54840,727,31344,2024-09-10 18:23:26,2024-09-2114:28:13,,0
72031,480,41229,2023-10-08 12:24:07,2023-10-1819:16:03,,0
53674,113,30825,2021-03-24 14:44:06,2021-04-1319:19:52,,0
2567,668,1505,2024-09-12 08:38:03,2024-09-1314:53:32,,0
6713,856,3724,2022-05-11 19:00:21,2022-05-2917:58:20,,0
61615,1333,34101,2020-09-25 18:15:20,2020-12-2019:50:17,2020-11-2010:21:37,2
19029,157,11071,2022-02-25 19:16:19,2022-03-1508:00:28,2022-05-1910:48:52,0
77385,360,43338,2023-03-16 17:50:06,2023-06-0817:43:08,2023-05-1407:41:02,2
38367,630,23981,2023-09-16 11:27:27,2023-11-1016:38:01,2023-10-1517:11:28,1
6883,833,3719,2021-05-18 14:00:56,2021-06-2916:24:01,2021-06-1010:43:27,1
81275,1271,45283,2022-05-11 12:39:58,2022-09-0509:55:52,2024-11-2010:38:36,2
90201,1070,50667,2023-10-10 16:17:24,2023-12-2614:47:26,2023-12-0310:58:13,2
37577,661,23653,2023-10-18 16:32:38,2023-10-2216:41:59,,0
2079,1061,1233,2024-03-29 15:18:32,2024-04-2209:56:04,,0
77125,625,43276,2024-03-21 16:48:18,2024-06-2311:02:14,2024-05-1315:40:09,2
83925,759,46958,2020-01-14 09:07:42,2020-05-2420:46:38,,0
61947,1017,34435,2022-12-01 15:53:38,2023-04-0715:05:49,2023-02-1716:13:59,1
58416,455,32213,2024-07-18 15:14:46,2024-08-2516:12:19,,0
54659,595,31310,2024-06-18 12:55:29,2024-08-2312:17:57,,0
27995,171,17039,2021-04-08 17:06:41,2021-06-2718:49:37,2021-06-0700:03:47,2
71473,451,40845,2024-10-26 15:51:40,2024-11-0109:59:14,,0
93005,1147,52210,2024-05-20 16:55:24,2024-08-2713:02:53,2024-10-2416:40:53,2
35335,954,22199,2023-05-08 21:21:29,2023-06-0319:49:37,,0
101540,1320,57565,2021-01-12 21:23:51,2021-03-1812:10:35,,0
102817,1303,58493,2024-08-16 16:59:51,2024-09-0717:25:31,,0
96924,352,54471,2021-08-16 13:35:15,2021-08-2609:57:45,,0
26225,91,15748,2020-08-24 16:32:42,2020-08-3113:33:54,,0
52876,1173,30468,2024-10-20 13:39:37,2024-11-2111:53:40,2024-12-1909:52:14,1
16506,141,9657,2021-12-13 11:19:45,2021-12-3108:38:03,2024-12-1712:46:01,0
101319,1035,57395,2023-09-20 16:05:56,2023-09-2718:33:11,,0
60240,881,33443,2021-07-02 14:48:53,2021-10-1209:29:25,2022-01-0611:34:42,1
63483,1151,35478,2024-02-27 21:35:43,2024-03-2712:17:45,,0
7890,1341,4274,2023-04-24 10:02:05,2023-06-2112:48:50,2023-10-1810:53:47,1
74889,480,42462,2023-09-19 19:19:47,2023-10-0810:27:20,,0
56805,929,31962,2020-09-11 11:16:11,2020-10-0318:40:48,,0
53549,25,30919,2021-08-01 12:10:27,2021-08-0916:25:02,2022-02-1711:20:06,0
18370,339,10707,2022-12-09 11:07:44,2022-12-1918:10:25,,0
84957,855,47629,2021-11-15 20:11:04,2021-12-0915:14:24,2021-12-0813:59:44,1
62725,1286,34855,2022-12-16 12:18:31,2023-12-2715:08:23,,0
16248,372,9494,2020-11-01 17:38:57,2021-01-1808:38:19,2020-12-2318:16:17,2
71589,365,40928,2024-04-17 20:16:17,2024-04-1721:53:10,,0
44932,57,26955,2020-11-16 18:02:32,2020-12-1417:42:05,,0
7269,727,3974,2024-11-21 20:53:25,2024-12-1818:53:13,,0
43506,1128,25257,2023-10-28 12:01:16,2023-10-2915:04:23,,0
57779,235,32415,2021-10-10 17:31:59,2021-10-2922:03:42,,0
84110,296,47098,2024-03-12 12:37:59,2024-05-0920:10:24,2024-04-0823:36:09,1
13054,1368,7426,2023-06-19 21:21:33,2023-08-3015:10:18,,0
30083,894,18502,2022-03-27 21:40:31,2022-03-2721:40:53,,0
44176,940,26523,2020-10-08 16:01:03,2020-10-2411:12:14,,0
47093,28,28338,2020-08-26 13:04:04,2020-08-2712:25:23,,0
19052,157,11143,2023-01-02 16:04:16,2023-04-1921:11:56,2023-03-2515:15:30,2
94087,100,52804,2020-01-14 21:51:17,2020-09-1618:26:11,,0
46792,949,27461,2020-12-03 10:25:48,2020-12-0617:47:08,,0
92412,1241,51819,2024-11-09 19:29:59,,2024-12-0810:24:28,1
17481,1299,10178,2020-07-08 15:59:10,2020-08-2312:19:03,2020-08-0207:36:34,1
34367,29,21572,2020-12-02 14:27:49,2021-01-0508:39:03,2020-12-2816:23:31,1
98007,82,55104,2022-02-20 09:45:26,2022-05-2416:57:49,2022-04-1309:36:05,2
86597,643,48673,2024-02-24 18:54:31,2024-04-2610:46:02,2024-03-2423:17:06,1
22295,352,13254,2021-03-20 21:51:04,2021-03-2321:20:43,,0
87994,509,49460,2024-02-20 16:06:32,2024-05-2017:01:42,2024-12-2110:38:24,1
16965,1331,9714,2021-10-17 12:56:23,2021-10-2611:24:52,,0
88657,99,49823,2021-07-15 13:17:54,2021-08-2512:37:30,,0
62205,954,34527,2021-10-28 15:14:44,2021-11-2911:33:34,,0
58967,1149,32948,2024-06-14 21:24:48,2024-08-2612:33:49,,0
17932,1207,10447,2024-11-18 18:11:03,,2024-12-1115:11:45,1
80471,613,44919,2023-05-19 20:57:59,2023-06-1110:44:38,,0
37956,495,23905,2023-10-07 20:43:48,2023-11-0319:00:16,2023-10-3121:33:45,1
95299,843,53491,2021-04-24 13:23:19,2021-05-2314:41:30,,0
18765,1006,10934,2021-12-25 21:41:18,2022-02-2409:44:41,,0
13237,283,7521,2022-09-07 21:32:37,2022-09-2715:33:51,,0
70226,1234,40029,2024-12-16 19:32:09,,,0
83416,1223,46557,2023-09-27 21:25:28,2023-10-2619:02:36,2023-10-2215:05:32,1
20442,1208,12017,2023-11-24 21:36:36,2023-12-1913:16:13,,0
69426,1357,39439,2023-08-28 19:41:23,2023-11-2709:48:13,2023-10-2414:54:13,2
95680,378,53717,2021-04-06 19:22:44,2021-05-0908:24:27,2021-05-0415:48:55,1
98548,912,55470,2021-11-11 09:04:56,2021-12-0311:48:30,,0
67505,807,38123,2020-01-13 18:01:05,2020-08-2912:35:06,,0
44079,911,26412,2020-11-06 20:19:15,2020-11-0912:38:21,,0
81797,1154,45560,2023-10-31 19:38:50,2024-01-1511:27:59,2023-12-2813:50:56,2
21643,932,12763,2021-08-04 09:36:54,2021-10-1117:18:57,,0
86454,1271,48609,2022-05-11 12:39:42,2022-09-0211:41:50,2024-11-2010:38:27,2
72435,557,41465,2022-02-15 20:51:45,2022-02-2520:02:53,,0
65289,1224,36777,2024-09-06 16:48:58,2024-12-0517:25:39,2024-11-0416:48:27,2
22233,296,13212,2020-10-10 17:00:57,2021-01-0720:48:01,2020-12-0215:11:28,2
5841,586,3227,2024-05-24 16:41:04,2024-06-1517:01:18,,0
56236,893,31601,2021-04-19 11:09:39,2021-07-1721:26:36,2021-06-1800:07:33,2
80956,91,45139,2021-12-30 20:34:02,2022-03-0908:41:40,2022-02-1714:09:02,1
62841,1117,35004,2022-11-14 10:00:57,2023-02-2310:30:50,2022-12-1308:28:28,1
91885,1020,51594,2022-09-21 12:14:12,2022-10-2321:25:21,,0
78097,204,43762,2020-12-22 15:31:52,2021-01-1817:35:39,,0
20658,856,12161,2021-07-08 19:47:55,2021-12-2715:31:12,2022-02-1723:38:49,1
34595,236,21730,2022-03-01 21:49:17,2022-06-1720:47:27,2022-05-1110:06:49,2
23281,815,13795,2021-01-03 10:51:07,2021-01-1610:40:11,,0
35531,293,22381,2021-08-26 16:41:56,2021-12-1910:20:21,2021-11-0722:48:44,2
43513,1128,24401,2023-10-13 13:40:39,2023-10-1612:26:28,,0
5976,270,3311,2021-03-12 13:09:58,2021-04-1220:36:28,,0
52523,495,30442,2023-03-14 20:23:48,2023-04-0918:47:02,2023-04-0315:42:50,1
80664,194,44996,2024-03-21 17:51:13,2024-06-0516:42:27,2024-05-1323:07:10,2
42868,1035,24911,2023-10-17 15:57:29,2023-11-0115:04:31,,0
9269,1264,5272,2024-07-29 08:04:59,2024-08-2520:59:21,,0
72021,183,41223,2023-03-12 21:56:42,2023-04-1112:04:31,,0
83004,581,46232,2023-04-06 12:15:18,2023-04-1010:34:53,,0
57993,383,32169,2021-04-29 18:10:23,2021-05-0417:19:48,,0
89815,242,50395,2022-05-21 21:16:54,2022-09-1408:11:04,2022-08-1319:24:48,2
34583,42,21718,2021-11-01 21:32:02,2021-11-2620:31:39,,0
70428,702,40151,2024-04-23 13:50:42,2024-05-2109:16:25,,0
90275,1431,50507,2024-12-22 19:01:54,,,0
1881,270,1089,2021-11-29 20:42:01,2021-12-2713:02:50,,0
17793,1331,10369,2021-01-11 11:57:32,2021-01-1315:07:51,,0
98427,1106,55229,2024-02-28 15:34:02,2024-04-1319:56:07,2024-03-2518:24:56,1
13166,975,7491,2022-11-07 17:46:00,2022-12-0521:47:08,2022-11-2719:19:59,1
87155,826,48968,2020-09-10 11:32:36,2020-10-0812:31:03,,0
74464,147,42339,2020-08-12 09:33:21,2020-08-2114:59:29,,0
14727,789,8452,2020-10-04 10:59:49,2020-10-0919:15:55,,0
56810,943,31628,2022-04-24 18:00:01,2022-06-1309:19:39,2022-05-1708:24:50,1
54274,821,31196,2021-08-30 14:55:06,2021-08-3121:52:01,,0
78152,666,43753,2024-06-11 21:15:34,2024-06-2014:07:02,,0
67232,3,38054,2022-01-08 16:45:27,2022-02-1809:46:16,2022-12-1213:06:05,0
69928,433,39778,2023-08-24 17:43:16,2023-10-2212:04:28,2023-09-2311:57:53,1
97587,1154,54819,2024-09-12 16:29:28,2024-10-1216:00:16,,0
95303,851,53494,2020-08-28 09:42:49,2020-09-2409:55:34,,0
8088,953,4148,2020-11-26 20:05:17,2021-01-1813:34:17,,0
39731,365,24344,2024-04-17 18:36:30,2024-04-1720:15:05,,0
32731,365,20491,2024-05-24 17:52:17,2024-05-2417:54:13,,0
18871,1299,11010,2021-07-19 09:02:35,2021-09-2817:09:29,,0
20657,856,12159,2021-10-18 08:48:12,2022-02-2816:06:24,2021-12-1614:31:23,2
1446,412,842,2021-08-13 13:30:34,2021-08-2208:58:39,,0
24932,323,14842,2023-09-26 18:38:05,2023-11-1020:44:25,,0
90591,1355,50865,2022-09-16 19:41:31,2022-11-1718:48:52,2022-10-1316:42:21,1
22097,860,13107,2021-08-24 17:22:00,2021-08-2418:28:30,,0
77242,236,43344,2024-01-08 21:39:25,2024-07-1312:00:23,2024-03-2417:12:43,2
41978,520,24334,2021-11-06 13:12:37,2021-12-0318:40:06,,0
20708,1006,12193,2023-11-17 08:30:42,2023-12-1616:16:31,,0
92540,607,51932,2024-10-15 13:44:16,2024-11-1116:18:51,,0
49535,1112,28540,2022-11-26 10:35:00,2022-12-1310:54:36,,0
92888,352,52135,2021-01-22 14:13:20,2021-01-2312:16:58,,0
90898,1046,51096,2023-03-16 18:14:51,2023-04-2010:20:44,,0
44469,1272,25054,2021-08-06 17:57:57,2021-08-2718:17:07,,0
2470,340,1454,2020-12-11 17:50:09,2021-01-1910:37:10,,0
81573,69,45454,2021-01-23 12:54:11,2021-01-2312:54:22,,0
77039,416,43242,2021-08-04 18:06:24,2021-08-2121:46:36,,0
87419,1390,49144,2024-09-02 19:25:05,2024-10-1011:38:39,,0
80552,709,44951,2024-12-12 21:57:40,2024-12-2717:16:02,,0
1832,943,1047,2021-04-06 20:13:10,2021-04-1118:22:16,,0
5589,954,3063,2021-05-26 10:48:11,2021-06-0216:54:40,,0
94068,82,52788,2021-11-04 20:29:28,2022-02-1608:42:22,2021-12-2521:57:34,2
3821,4,2161,2021-06-27 10:30:28,2021-11-0716:46:13,2021-07-2020:05:37,1
64056,440,35853,2021-12-13 14:39:48,2021-12-3113:24:30,,0
34383,1363,21586,2023-07-25 15:25:46,2023-08-2911:20:08,,0
66083,346,37285,2021-08-17 21:18:10,2021-11-1517:49:32,2021-11-1508:59:56,2
91345,1163,51382,2023-10-19 07:57:51,2023-11-0414:39:23,,0
39530,248,24331,2021-12-25 18:46:45,2022-05-1417:36:53,2022-03-1819:30:37,2
32158,234,20063,2022-04-27 13:19:36,2022-05-1613:31:43,,0
93701,352,52593,2021-10-22 10:38:28,2022-02-1412:29:34,2021-12-2101:16:35,2
83849,616,46895,2024-03-12 18:13:48,2024-04-1018:04:54,,0
32721,365,20483,2024-05-21 21:19:50,2024-05-2121:29:22,,0
62330,365,34660,2023-11-26 21:30:45,2023-12-2521:04:17,2024-03-2512:19:28,2
87231,852,49011,2020-10-08 13:31:11,2020-11-1021:10:56,,0
100953,982,57132,2023-05-06 13:25:56,2023-08-2910:36:02,2023-06-0219:10:31,1
24299,425,14359,2022-10-12 20:39:42,2022-11-3015:48:34,2022-11-0916:51:05,1
48141,362,28868,2022-09-19 19:25:36,2022-12-1109:50:43,2022-11-1109:58:24,2
62810,461,34977,2022-03-02 17:52:30,2022-05-0214:46:59,2022-03-2509:29:54,1
16964,1331,9808,2021-10-16 15:08:02,2021-10-1918:32:23,,0
1713,330,981,2022-09-06 09:58:00,2022-10-1817:21:47,,0
97068,834,54566,2021-03-07 12:45:34,2021-06-0621:28:07,2021-05-0623:05:04,2
89048,900,49912,2021-07-09 18:04:32,2021-11-0208:41:14,,0
34327,1001,21555,2022-03-01 10:10:50,2022-06-1711:09:55,2022-05-1309:37:08,2
99807,114,56343,2022-08-12 13:52:49,2023-02-2411:09:46,2022-09-0700:42:56,1
75149,378,42518,2020-12-11 17:54:00,2021-01-2214:36:10,2021-01-0418:53:16,1
772,345,457,2022-02-25 15:06:36,2022-03-2619:45:23,,0
45791,432,27607,2024-10-16 19:20:04,2024-12-1309:50:01,2024-12-0823:40:19,2
36158,1011,22836,2021-12-13 17:50:09,2022-02-2717:21:32,2022-01-0615:09:48,1
48430,579,28610,2023-04-07 15:34:39,2023-04-1313:25:53,,0
77159,624,43295,2023-08-23 17:21:06,2023-09-1909:42:11,,0
70382,702,40112,2024-04-23 13:50:48,2024-05-2109:16:39,,0
78019,152,43725,2020-11-02 19:11:37,2020-12-2820:48:51,,0
40859,380,24721,2021-02-28 08:36:46,2021-03-1513:45:55,,0
91072,628,51201,2024-09-02 17:56:37,2024-11-3017:02:04,2024-10-2921:35:15,2
98375,1084,55243,2022-10-08 17:08:09,2022-12-0618:13:05,2022-11-0420:37:07,1
23882,1081,14151,2023-02-28 15:53:55,2023-04-0115:32:39,,0
67409,675,38062,2024-05-11 11:35:42,2024-06-1515:30:33,,0
85202,888,47761,2020-09-16 20:02:19,2020-10-2013:09:54,,0
54773,657,31327,2024-09-14 18:04:22,2024-11-0218:01:44,2024-10-1422:37:57,1
74893,480,42464,2023-10-18 19:16:20,2023-11-1620:06:02,,0
63634,504,35579,2022-11-22 21:46:29,2022-11-2612:47:50,,0
29206,437,17841,2024-06-13 19:19:39,2024-06-1917:48:37,,0
14282,1369,8094,2024-07-25 16:55:12,2024-09-2219:22:37,2024-08-2222:10:16,1
73069,1040,41665,2022-09-04 13:52:44,2022-10-0215:41:53,2022-09-2422:21:56,1
69985,957,39865,2021-05-25 19:47:22,2021-08-0219:29:23,2021-07-2210:38:12,2
5438,941,3013,2022-01-02 19:39:35,2022-04-1318:38:49,2022-03-1315:42:02,2
7044,1430,3918,2024-04-23 16:59:02,2024-05-0615:42:38,,0
102274,405,58086,2022-09-01 19:11:35,2022-09-1619:30:15,,0
86433,1339,48598,2022-01-09 13:46:07,2022-04-2020:11:45,2022-03-1417:07:36,2
34634,311,21763,2024-05-07 19:58:16,2024-06-0920:15:52,,0
78590,194,44007,2024-02-28 12:28:16,2024-05-0713:11:40,2024-04-2120:55:09,2
101550,225,57573,2021-07-22 18:26:58,2021-08-0815:31:46,,0
58309,174,32725,2023-03-09 19:33:01,2023-03-1317:42:25,,0
83298,377,46477,2024-01-03 17:22:54,2024-02-1921:15:10,,0
20223,662,11880,2023-03-08 12:49:04,2023-04-0916:44:29,,0
41239,502,25533,2023-03-10 20:21:01,2023-04-1921:52:24,,0
12706,362,7187,2022-12-04 17:21:08,2022-12-1018:34:15,,0
66753,1218,37717,2023-10-07 09:34:12,2023-10-1612:15:41,,0
14297,863,8106,2022-02-15 10:53:53,2022-06-0909:43:25,2022-03-1610:13:26,1
70939,1085,40480,2024-12-22 10:09:40,2024-12-2217:32:22,,0
56144,432,31692,2023-08-17 16:18:53,2024-03-0116:03:44,2023-10-1617:58:48,2
29986,1231,18421,2023-09-28 18:05:05,2023-10-1519:17:53,,0
75652,434,42707,2023-03-24 11:54:07,2023-05-1913:28:28,2023-04-1818:56:24,1
20902,937,12131,2020-12-17 20:00:25,2021-01-1318:51:58,,0
92698,698,52026,2024-09-24 18:33:02,2024-10-2318:22:05,,0
68071,862,38516,2020-12-05 11:56:56,2020-12-0617:34:37,,0
92729,1163,52047,2024-10-30 15:21:52,2024-11-3010:19:52,,0
12792,846,7258,2020-10-20 16:57:52,2021-01-1614:25:12,2020-12-1709:25:25,2
4423,1005,2500,2023-03-09 18:43:54,2023-03-0921:17:20,,0
16535,157,9676,2021-07-12 22:00:55,2021-10-2219:30:19,2021-10-0922:23:25,1
55002,1091,30938,2023-02-26 16:17:03,2023-03-3012:11:54,2023-03-2718:55:21,1
46303,1032,27460,2022-10-16 18:43:28,2022-12-1209:53:53,,0
1212,588,632,2024-05-28 17:15:21,2024-06-0520:51:50,,0
31682,654,19644,2023-04-19 17:05:52,2023-05-1118:28:52,2023-05-1018:06:27,1
54108,415,30921,2021-06-09 16:55:48,2021-06-1109:57:44,,0
75309,167,42593,2021-01-22 15:38:17,2021-03-2215:42:43,2021-03-1916:23:29,1
65049,1286,36611,2022-12-16 12:16:05,2023-12-2715:06:30,,0
52780,713,30463,2023-09-03 21:48:27,2023-11-1314:00:31,2023-11-0111:36:27,2
65702,328,37067,2024-01-03 21:55:09,2024-04-2514:46:44,2024-03-2311:34:52,2
34174,1039,21472,2023-08-15 14:23:16,2023-11-2218:48:20,2023-10-1412:20:39,2
74306,1043,42249,2024-04-26 12:04:56,2024-06-0211:21:23,2024-05-2506:36:19,1
53872,284,31061,2021-12-01 17:11:35,2021-12-1213:40:20,,0
61818,340,34348,2021-04-02 19:32:34,2021-07-0721:53:01,2021-05-3119:15:16,2
25136,1166,14995,2024-01-15 21:35:05,2024-03-2011:44:36,2024-02-1913:16:48,1
82105,126,45675,2021-10-11 18:48:11,2021-10-1216:31:30,2021-07-0616:40:28,0
92035,1367,51728,2024-08-30 14:14:11,2024-10-1413:00:10,2024-09-2912:37:18,1
63635,504,35580,2022-11-22 21:46:52,2022-12-0318:38:08,,0
85736,218,48161,2021-10-13 19:02:31,2021-11-1218:12:30,,0
1028,86,613,2021-12-17 21:38:10,2022-02-2515:28:52,,0
42677,899,25214,2024-08-30 15:34:56,2024-09-2909:34:36,,0
3392,676,2002,2024-06-04 09:52:47,2024-08-1616:04:49,,0
50244,901,28582,2021-03-17 17:56:34,2021-03-3117:06:47,,0
17301,534,10091,2024-03-22 10:32:15,2024-05-2818:05:23,,0
28633,361,17417,2020-12-10 18:27:50,2021-01-0416:42:07,,0
97866,231,55007,2021-07-08 18:16:32,2021-07-1819:12:20,,0
62403,800,34710,2020-12-18 15:48:55,2021-05-0213:49:59,2021-03-1616:33:39,2
70076,337,39933,2021-07-08 12:02:33,2021-08-1517:09:37,,0
42645,727,25997,2024-08-27 12:42:02,2024-08-2816:06:08,,0
44862,306,26924,2022-02-17 19:10:07,2022-04-2219:14:23,2022-04-1115:14:56,2
12724,563,7202,2024-09-12 21:34:26,2024-09-1313:06:47,,0
24967,1166,14837,2024-04-03 18:41:04,2024-09-0316:06:24,2024-11-0120:04:57,2
42269,628,25870,2023-09-27 20:53:08,2023-12-0309:40:58,2023-11-2621:57:44,2
31867,284,19851,2021-07-07 19:42:58,2021-07-2119:43:58,2024-06-1210:35:31,0
98792,333,55633,2022-08-07 19:04:45,2022-10-2420:10:53,2022-10-0212:09:15,2
17654,1112,10245,2023-06-12 16:29:19,2023-06-1515:47:12,,0
17525,1331,10206,2023-09-16 20:35:36,2023-09-1820:33:11,,0
8800,1102,4955,2024-02-18 15:54:03,2024-05-1414:07:36,2024-04-1119:18:10,2
64505,456,36184,2022-09-08 21:52:51,2022-11-0420:26:41,,0
40942,396,25413,2021-06-07 20:31:02,2021-08-2513:20:50,2021-07-0518:13:47,1
74751,344,42389,2020-10-16 18:14:17,2020-11-1618:15:36,,0
76839,673,43160,2024-11-07 18:43:20,,2024-12-0214:07:49,1
32840,235,20581,2022-04-21 14:34:24,2022-05-0611:39:24,2023-07-2507:32:25,0
58604,618,32169,2022-12-03 17:05:54,2022-12-1016:01:16,,0
52179,827,30229,2020-08-27 18:54:06,2020-09-1609:31:51,,0
15169,483,8742,2024-05-24 21:52:50,2024-09-1613:56:59,2024-08-2414:36:26,2
53824,261,31029,2022-09-19 21:00:30,2022-10-2808:10:35,2022-10-1317:40:41,1
5239,4,2901,2022-01-03 19:35:56,2022-04-0415:21:47,2022-05-2009:20:06,1
81327,474,45318,2024-06-21 21:59:56,2024-10-2523:09:18,2024-09-2323:14:00,2
90971,252,51149,2021-11-18 16:25:47,2022-01-0920:07:31,,0
1909,188,1112,2021-01-01 19:27:02,2021-01-2017:46:59,,0
37790,311,23726,2024-05-13 12:23:13,2024-05-3110:49:29,,0
19564,934,11488,2023-05-10 14:08:00,2023-05-1612:02:47,,0
